Date,Rented Bike Count,Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
07/07/2018,2056,23,21.7,51,1.7,2000,11.1,0.0,0.0,0.0,Summer,No Holiday,1
08/07/2018,1848,0,20.7,51,1.7,2000,10.1,0.0,0.0,0.0,Summer,No Holiday,1
08/07/2018,948,1,19.9,52,1.6,2000,9.7,0.0,0.0,0.0,Summer,No Holiday,1
08/07/2018,650,2,19.3,54,1.4,2000,9.7,0.0,0.0,0.0,Summer,No Holiday,1
08/07/2018,462,3,18.8,56,1.2,2000,9.8,0.0,0.0,0.0,Summer,No Holiday,1
08/07/2018,279,4,18.4,57,1.1,2000,9.7,0.0,0.0,0.0,Summer,No Holiday,1
08/07/2018,255,5,18.1,57,1.4,2000,9.4,0.0,0.0,0.0,Summer,No Holiday,1
08/07/2018,269,6,17.8,58,1.1,2000,9.4,0.04,0.0,0.0,Summer,No Holiday,1
08/07/2018,1050,7,18.2,54,1.2,2000,8.7,0.42,0.0,0.0,Summer,No Holiday,1
08/07/2018,1324,8,19.1,53,1.7,1952,9.2,0.8,0.0,0.0,Summer,No Holiday,1
08/07/2018,2002,9,20.8,51,1.5,1973,10.2,1.65,0.0,0.0,Summer,No Holiday,1
08/07/2018,2678,10,22.5,48,1.6,1940,10.9,2.33,0.0,0.0,Summer,No Holiday,1
08/07/2018,3465,11,23.8,47,2.1,2000,11.8,2.59,0.0,0.0,Summer,No Holiday,1
08/07/2018,3649,12,25.0,46,1.9,1943,12.5,2.93,0.0,0.0,Summer,No Holiday,1
08/07/2018,3854,13,26.1,45,1.8,2000,13.2,3.33,0.0,0.0,Summer,No Holiday,1
08/07/2018,4651,14,27.1,41,1.4,1941,12.7,3.24,0.0,0.0,Summer,No Holiday,1
08/07/2018,5607,15,27.6,37,1.9,2000,11.5,2.58,0.0,0.0,Summer,No Holiday,1
08/07/2018,5984,16,27.9,39,1.2,2000,12.6,2.16,0.0,0.0,Summer,No Holiday,1
08/07/2018,4678,17,27.4,44,1.7,2000,14.0,1.17,0.0,0.0,Summer,No Holiday,1
08/07/2018,4763,18,26.7,48,1.0,2000,14.7,0.53,0.0,0.0,Summer,No Holiday,1
08/07/2018,4083,19,26.3,51,1.7,2000,15.3,0.18,0.0,0.0,Summer,No Holiday,1
08/07/2018,3563,20,25.7,53,1.3,2000,15.3,0.03,0.0,0.0,Summer,No Holiday,1
08/07/2018,2695,21,25.3,55,1.4,2000,15.6,0.0,0.0,0.0,Summer,No Holiday,1
08/07/2018,2357,22,25.0,57,1.0,2000,15.8,0.0,0.0,0.0,Summer,No Holiday,1
08/07/2018,1254,23,24.6,60,2.6,2000,16.3,0.0,0.0,0.0,Summer,No Holiday,1
09/07/2018,902,0,24.2,61,1.7,2000,16.1,0.0,0.0,0.0,Summer,No Holiday,1
09/07/2018,556,1,23.7,64,0.8,2000,16.4,0.0,0.0,0.0,Summer,No Holiday,1
09/07/2018,389,2,22.7,63,0.9,2000,15.2,0.0,0.0,0.0,Summer,No Holiday,1
09/07/2018,287,3,21.9,63,1.3,2000,14.5,0.0,0.0,0.0,Summer,No Holiday,1
09/07/2018,208,4,21.4,63,1.5,2000,14.0,0.0,0.0,0.0,Summer,No Holiday,1
09/07/2018,303,5,21.1,64,1.5,2000,14.0,0.0,0.0,0.0,Summer,No Holiday,1
09/07/2018,488,6,21.0,64,1.0,2000,13.9,0.03,0.0,0.0,Summer,No Holiday,1
09/07/2018,453,7,20.9,66,1.4,2000,14.3,0.1,0.0,0.0,Summer,No Holiday,1
09/07/2018,672,8,20.7,73,0.8,2000,15.6,0.3,0.2,0.0,Summer,No Holiday,1
09/07/2018,577,9,21.1,72,1.0,1982,15.8,0.52,0.0,0.0,Summer,No Holiday,1
09/07/2018,219,10,21.1,73,1.2,1957,16.0,0.4,0.0,0.0,Summer,No Holiday,1
09/07/2018,188,11,20.6,82,1.0,2000,17.4,0.29,0.3,0.0,Summer,No Holiday,1
09/07/2018,73,12,20.7,83,0.6,1244,17.7,0.32,0.0,0.0,Summer,No Holiday,1
09/07/2018,101,13,20.3,87,1.0,771,18.0,0.31,0.5,0.0,Summer,No Holiday,1
09/07/2018,112,14,20.2,89,1.0,1854,18.3,0.27,0.5,0.0,Summer,No Holiday,1
09/07/2018,61,15,20.3,90,0.9,1356,18.5,0.34,0.0,0.0,Summer,No Holiday,1
09/07/2018,70,16,20.2,91,1.2,1637,18.6,0.42,1.0,0.0,Summer,No Holiday,1
09/07/2018,106,17,20.3,93,1.4,1684,19.1,0.32,1.0,0.0,Summer,No Holiday,1
09/07/2018,142,18,20.3,93,1.3,1832,19.1,0.22,0.5,0.0,Summer,No Holiday,1
09/07/2018,70,19,20.4,94,1.1,1769,19.3,0.14,0.5,0.0,Summer,No Holiday,1
09/07/2018,50,20,20.3,95,0.8,1372,19.4,0.02,1.0,0.0,Summer,No Holiday,1
09/07/2018,97,21,20.3,96,1.0,1007,19.6,0.0,1.5,0.0,Summer,No Holiday,1
09/07/2018,73,22,20.4,96,1.1,1641,19.7,0.0,0.5,0.0,Summer,No Holiday,1
09/07/2018,42,23,20.4,96,0.6,1137,19.7,0.0,1.0,0.0,Summer,No Holiday,1
10/07/2018,31,0,20.4,97,0.3,183,19.9,0.0,5.5,0.0,Summer,No Holiday,1
10/07/2018,41,1,20.4,97,0.3,193,19.9,0.0,8.5,0.0,Summer,No Holiday,1
10/07/2018,86,2,20.5,98,0.5,596,20.1,0.0,6.5,0.0,Summer,No Holiday,1
10/07/2018,138,3,20.6,98,0.8,1986,20.2,0.0,0.5,0.0,Summer,No Holiday,1
10/07/2018,135,4,20.6,97,0.5,1989,20.1,0.0,0.0,0.0,Summer,No Holiday,1
10/07/2018,176,5,20.6,97,0.6,2000,20.1,0.0,0.0,0.0,Summer,No Holiday,1
10/07/2018,536,6,20.7,97,0.9,2000,20.2,0.02,0.0,0.0,Summer,No Holiday,1
10/07/2018,1211,7,21.1,95,0.4,2000,20.2,0.14,0.0,0.0,Summer,No Holiday,1
10/07/2018,2019,8,21.7,89,0.5,2000,19.8,0.31,0.0,0.0,Summer,No Holiday,1
10/07/2018,1063,9,22.3,86,1.0,2000,19.8,0.42,0.0,0.0,Summer,No Holiday,1
10/07/2018,770,10,22.6,85,0.9,1996,19.9,0.38,0.0,0.0,Summer,No Holiday,1
10/07/2018,911,11,23.2,82,1.1,1991,19.9,0.47,0.0,0.0,Summer,No Holiday,1
10/07/2018,1037,12,24.1,80,0.8,2000,20.4,0.72,0.0,0.0,Summer,No Holiday,1
10/07/2018,1076,13,25.2,77,1.2,1951,20.8,1.06,0.0,0.0,Summer,No Holiday,1
10/07/2018,1144,14,25.5,77,0.8,1957,21.1,0.75,0.0,0.0,Summer,No Holiday,1
10/07/2018,1171,15,25.7,77,0.5,1875,21.3,0.48,0.0,0.0,Summer,No Holiday,1
10/07/2018,1464,16,26.3,74,0.7,1580,21.2,0.52,0.0,0.0,Summer,No Holiday,1
10/07/2018,1605,17,26.5,76,1.0,1400,21.9,0.36,0.0,0.0,Summer,No Holiday,1
10/07/2018,1667,18,26.2,82,0.4,1408,22.8,0.21,0.0,0.0,Summer,No Holiday,1
10/07/2018,796,19,25.7,83,1.1,1011,22.5,0.08,0.5,0.0,Summer,No Holiday,1
10/07/2018,910,20,25.3,89,0.3,745,23.3,0.0,0.0,0.0,Summer,No Holiday,1
10/07/2018,1354,21,25.1,86,0.3,870,22.5,0.0,0.0,0.0,Summer,No Holiday,1
10/07/2018,973,22,25.0,86,0.5,796,22.4,0.0,0.0,0.0,Summer,No Holiday,1
10/07/2018,375,23,24.9,87,0.5,658,22.5,0.0,0.0,0.0,Summer,No Holiday,1
11/07/2018,242,0,24.6,96,0.7,308,23.9,0.0,0.5,0.0,Summer,No Holiday,1
11/07/2018,242,1,24.6,96,0.5,443,23.9,0.0,0.5,0.0,Summer,No Holiday,1
11/07/2018,238,2,24.5,96,0.5,476,23.8,0.0,0.0,0.0,Summer,No Holiday,1
11/07/2018,159,3,24.5,97,0.8,263,23.9,0.0,0.5,0.0,Summer,No Holiday,1
11/07/2018,73,4,24.5,97,1.0,317,23.9,0.0,0.0,0.0,Summer,No Holiday,1
11/07/2018,78,5,24.5,97,0.5,229,23.9,0.0,0.5,0.0,Summer,No Holiday,1
11/07/2018,189,6,24.5,97,0.1,290,23.9,0.0,0.5,0.0,Summer,No Holiday,1
11/07/2018,305,7,24.6,97,0.3,180,24.0,0.07,0.5,0.0,Summer,No Holiday,1
11/07/2018,829,8,25.1,97,0.8,490,24.5,0.26,0.0,0.0,Summer,No Holiday,1
11/07/2018,636,9,25.6,96,0.6,450,24.9,0.41,0.0,0.0,Summer,No Holiday,1
11/07/2018,583,10,26.3,91,0.6,749,24.7,0.63,0.5,0.0,Summer,No Holiday,1
11/07/2018,794,11,27.2,82,0.9,1093,23.8,0.93,0.0,0.0,Summer,No Holiday,1
11/07/2018,966,12,28.1,73,2.1,1326,22.7,0.87,0.0,0.0,Summer,No Holiday,1
11/07/2018,993,13,28.7,69,2.6,1546,22.4,1.02,0.0,0.0,Summer,No Holiday,1
11/07/2018,1692,14,29.2,67,2.8,1725,22.4,1.13,0.0,0.0,Summer,No Holiday,1
11/07/2018,1108,15,29.4,68,2.3,1525,22.8,1.29,0.0,0.0,Summer,No Holiday,1
11/07/2018,1346,16,28.7,70,3.2,1586,22.6,0.73,0.0,0.0,Summer,No Holiday,1
11/07/2018,3734,17,28.7,71,2.9,1666,22.9,0.71,0.0,0.0,Summer,No Holiday,1
11/07/2018,2933,18,28.4,75,2.4,1564,23.5,0.52,0.0,0.0,Summer,No Holiday,1
11/07/2018,4740,19,28.2,72,1.6,1745,22.6,0.13,0.0,0.0,Summer,No Holiday,1
11/07/2018,2050,20,27.7,76,1.8,1727,23.0,0.04,0.0,0.0,Summer,No Holiday,1
11/07/2018,1938,21,27.3,78,1.2,1606,23.1,0.0,0.0,0.0,Summer,No Holiday,1
11/07/2018,1872,22,27.1,79,1.2,1578,23.1,0.0,0.0,0.0,Summer,No Holiday,1
11/07/2018,1300,23,26.9,79,0.1,1541,22.9,0.0,0.0,0.0,Summer,No Holiday,1
12/07/2018,940,0,26.7,79,0.9,1590,22.7,0.0,0.0,0.0,Summer,No Holiday,1
12/07/2018,789,1,26.6,80,0.0,1485,22.8,0.0,0.0,0.0,Summer,No Holiday,1
12/07/2018,519,2,26.3,84,0.3,1361,23.3,0.0,0.0,0.0,Summer,No Holiday,1
12/07/2018,324,3,26.2,83,0.3,1294,23.0,0.0,0.0,0.0,Summer,No Holiday,1
12/07/2018,161,4,26.1,85,0.6,1081,23.3,0.0,0.0,0.0,Summer,No Holiday,1
12/07/2018,233,5,25.9,91,0.4,872,24.3,0.0,0.5,0.0,Summer,No Holiday,1
12/07/2018,595,6,25.6,93,1.1,852,24.3,0.01,0.0,0.0,Summer,No Holiday,1
12/07/2018,1281,7,25.9,87,1.7,834,23.5,0.26,0.0,0.0,Summer,No Holiday,1
12/07/2018,1813,8,26.3,84,2.1,973,23.3,0.48,0.0,0.0,Summer,No Holiday,1
12/07/2018,984,9,26.5,82,2.7,815,23.1,0.57,0.0,0.0,Summer,No Holiday,1
12/07/2018,748,10,26.7,88,1.6,802,24.5,0.89,0.5,0.0,Summer,No Holiday,1
12/07/2018,807,11,27.4,78,2.3,1164,23.2,1.11,0.0,0.0,Summer,No Holiday,1
12/07/2018,993,12,27.4,80,2.7,1083,23.6,0.97,0.0,0.0,Summer,No Holiday,1
12/07/2018,961,13,27.7,76,2.6,1258,23.0,1.0,0.0,0.0,Summer,No Holiday,1
12/07/2018,978,14,27.8,76,3.1,1517,23.1,1.0,0.0,0.0,Summer,No Holiday,1
12/07/2018,1165,15,28.0,76,2.3,1437,23.3,1.0,0.0,0.0,Summer,No Holiday,1
12/07/2018,1298,16,28.1,74,2.8,1559,23.0,1.06,0.0,0.0,Summer,No Holiday,1
12/07/2018,1917,17,27.9,75,2.5,1643,23.0,0.75,0.0,0.0,Summer,No Holiday,1
12/07/2018,3018,18,27.5,77,2.1,1897,23.0,0.46,0.0,0.0,Summer,No Holiday,1
12/07/2018,2315,19,27.4,78,1.1,1899,23.2,0.27,0.0,0.0,Summer,No Holiday,1
12/07/2018,2216,20,26.9,80,1.5,1806,23.1,0.09,0.0,0.0,Summer,No Holiday,1
12/07/2018,2117,21,26.3,81,0.8,1910,22.7,0.0,0.0,0.0,Summer,No Holiday,1
12/07/2018,1947,22,25.9,83,0.6,1827,22.7,0.0,0.0,0.0,Summer,No Holiday,1
12/07/2018,1357,23,25.5,84,0.8,1906,22.5,0.0,0.0,0.0,Summer,No Holiday,1
13/07/2018,1008,0,25.1,87,0.4,1800,22.7,0.0,0.0,0.0,Summer,No Holiday,1
13/07/2018,762,1,24.8,89,0.9,1555,22.8,0.0,0.0,0.0,Summer,No Holiday,1
13/07/2018,602,2,24.9,86,1.3,1469,22.3,0.0,0.0,0.0,Summer,No Holiday,1
13/07/2018,379,3,24.9,86,2.0,1079,22.3,0.0,0.0,0.0,Summer,No Holiday,1
13/07/2018,243,4,24.8,86,2.1,1103,22.2,0.0,0.0,0.0,Summer,No Holiday,1
13/07/2018,303,5,24.8,84,1.4,1303,21.9,0.0,0.0,0.0,Summer,No Holiday,1
13/07/2018,667,6,24.8,84,1.1,1426,21.9,0.0,0.0,0.0,Summer,No Holiday,1
13/07/2018,1323,7,25.0,83,1.0,1350,21.9,0.13,0.0,0.0,Summer,No Holiday,1
13/07/2018,2116,8,25.5,80,1.8,1402,21.7,0.37,0.0,0.0,Summer,No Holiday,1
13/07/2018,1242,9,26.6,73,2.2,1147,21.3,1.01,0.0,0.0,Summer,No Holiday,1
13/07/2018,838,10,27.4,70,2.4,1335,21.4,1.28,0.0,0.0,Summer,No Holiday,1
13/07/2018,889,11,27.5,70,2.4,1719,21.5,1.07,0.0,0.0,Summer,No Holiday,1
13/07/2018,1015,12,28.3,68,1.9,1546,21.8,1.35,0.0,0.0,Summer,No Holiday,1
13/07/2018,1048,13,28.9,68,2.8,1934,22.3,1.55,0.0,0.0,Summer,No Holiday,1
13/07/2018,2214,14,29.5,62,2.7,1941,21.4,1.79,0.0,0.0,Summer,No Holiday,1
13/07/2018,2309,15,30.2,62,2.4,1806,22.1,1.91,0.0,0.0,Summer,No Holiday,1
13/07/2018,1293,16,30.0,67,2.0,1698,23.1,1.46,0.0,0.0,Summer,No Holiday,1
13/07/2018,1784,17,30.1,65,1.8,1923,22.7,1.36,0.0,0.0,Summer,No Holiday,1
13/07/2018,2886,18,30.8,60,2.5,1793,22.1,1.43,0.0,0.0,Summer,No Holiday,1
13/07/2018,3535,19,29.8,68,2.6,1749,23.2,0.81,0.0,0.0,Summer,No Holiday,1
13/07/2018,3880,20,28.2,76,2.2,1888,23.5,0.08,0.0,0.0,Summer,No Holiday,1
13/07/2018,1926,21,27.2,80,2.3,1870,23.4,0.0,0.0,0.0,Summer,No Holiday,1
13/07/2018,1881,22,26.7,82,1.3,1725,23.3,0.0,0.0,0.0,Summer,No Holiday,1
13/07/2018,1441,23,26.2,84,1.0,1646,23.2,0.0,0.0,0.0,Summer,No Holiday,1
14/07/2018,1171,0,25.7,85,0.4,1519,22.9,0.0,0.0,0.0,Summer,No Holiday,1
14/07/2018,1064,1,25.4,85,1.4,1663,22.6,0.0,0.0,0.0,Summer,No Holiday,1
14/07/2018,785,2,25.3,85,1.7,1594,22.5,0.0,0.0,0.0,Summer,No Holiday,1
14/07/2018,547,3,25.2,83,1.1,1835,22.0,0.0,0.0,0.0,Summer,No Holiday,1
14/07/2018,309,4,25.1,82,1.5,1336,21.8,0.0,0.0,0.0,Summer,No Holiday,1
14/07/2018,268,5,24.8,86,1.6,1170,22.2,0.0,0.0,0.0,Summer,No Holiday,1
14/07/2018,358,6,24.6,86,0.4,1119,22.0,0.02,0.0,0.0,Summer,No Holiday,1
14/07/2018,539,7,24.9,81,0.3,1289,21.4,0.24,0.0,0.0,Summer,No Holiday,1
14/07/2018,789,8,26.1,74,0.7,1254,21.0,0.87,0.0,0.0,Summer,No Holiday,1
14/07/2018,911,9,27.0,70,1.1,1393,21.0,1.15,0.0,0.0,Summer,No Holiday,1
14/07/2018,912,10,27.8,68,2.1,1490,21.3,1.29,0.0,0.0,Summer,No Holiday,1
14/07/2018,1585,11,29.0,65,2.0,1642,21.7,2.22,0.0,0.0,Summer,No Holiday,1
14/07/2018,1041,12,30.2,58,2.3,1359,21.0,2.64,0.0,0.0,Summer,No Holiday,1
14/07/2018,1718,13,30.7,59,2.3,1534,21.7,2.67,0.0,0.0,Summer,No Holiday,1
14/07/2018,1678,14,30.7,59,2.9,1612,21.7,2.05,0.0,0.0,Summer,No Holiday,1
14/07/2018,3470,15,31.1,59,2.3,1929,22.1,2.34,0.0,0.0,Summer,No Holiday,1
14/07/2018,4311,16,31.7,55,2.3,1895,21.5,2.16,0.0,0.0,Summer,No Holiday,1
14/07/2018,4567,17,31.5,53,3.7,1974,20.7,2.02,0.0,0.0,Summer,No Holiday,1
14/07/2018,4758,18,31.1,55,2.2,1897,20.9,1.05,0.0,0.0,Summer,No Holiday,1
14/07/2018,3608,19,30.4,59,2.4,1972,21.4,0.69,0.0,0.0,Summer,No Holiday,1
14/07/2018,2663,20,29.2,63,1.7,1988,21.4,0.1,0.0,0.0,Summer,No Holiday,1
14/07/2018,2013,21,28.2,64,2.8,2000,20.7,0.0,0.0,0.0,Summer,No Holiday,1
14/07/2018,2322,22,27.6,70,2.7,1994,21.6,0.0,0.0,0.0,Summer,No Holiday,1
14/07/2018,1280,23,26.6,80,2.0,1527,22.8,0.0,0.0,0.0,Summer,No Holiday,1
15/07/2018,1145,0,26.0,82,1.9,1674,22.6,0.0,0.0,0.0,Summer,No Holiday,1
15/07/2018,870,1,25.5,83,2.3,1576,22.3,0.0,0.0,0.0,Summer,No Holiday,1
15/07/2018,634,2,25.1,85,1.1,1379,22.3,0.0,0.0,0.0,Summer,No Holiday,1
15/07/2018,445,3,24.8,86,0.2,1354,22.2,0.0,0.0,0.0,Summer,No Holiday,1
15/07/2018,280,4,24.6,86,0.1,1358,22.0,0.0,0.0,0.0,Summer,No Holiday,1
15/07/2018,225,5,24.5,85,0.7,1345,21.8,0.0,0.0,0.0,Summer,No Holiday,1
15/07/2018,294,6,24.8,83,0.2,1534,21.7,0.02,0.0,0.0,Summer,No Holiday,1
15/07/2018,404,7,25.2,80,0.2,1551,21.4,0.18,0.0,0.0,Summer,No Holiday,1
15/07/2018,615,8,26.2,75,0.9,1560,21.4,0.77,0.0,0.0,Summer,No Holiday,1
15/07/2018,717,9,27.0,71,1.0,1518,21.2,0.97,0.0,0.0,Summer,No Holiday,1
15/07/2018,703,10,28.5,66,1.7,1319,21.5,1.83,0.0,0.0,Summer,No Holiday,1
15/07/2018,714,11,28.7,64,1.3,1332,21.2,1.53,0.0,0.0,Summer,No Holiday,1
15/07/2018,1443,12,30.1,58,1.6,1491,20.9,2.15,0.0,0.0,Summer,No Holiday,1
15/07/2018,3222,13,31.4,53,3.2,1695,20.6,3.28,0.0,0.0,Summer,No Holiday,1
15/07/2018,3956,14,32.4,50,2.0,1735,20.6,3.13,0.0,0.0,Summer,No Holiday,1
15/07/2018,4080,15,32.9,49,2.6,1631,20.7,2.81,0.0,0.0,Summer,No Holiday,1
15/07/2018,4259,16,32.8,52,3.0,1803,21.6,2.28,0.0,0.0,Summer,No Holiday,1
15/07/2018,5161,17,32.7,52,3.0,1872,21.5,1.96,0.0,0.0,Summer,No Holiday,1
15/07/2018,4600,18,32.2,55,2.4,1769,22.0,1.28,0.0,0.0,Summer,No Holiday,1
15/07/2018,3062,19,31.2,62,2.1,1852,23.0,0.63,0.0,0.0,Summer,No Holiday,1
15/07/2018,3273,20,29.2,72,2.1,1932,23.6,0.09,0.0,0.0,Summer,No Holiday,1
15/07/2018,3735,21,28.1,74,3.1,1840,23.0,0.0,0.0,0.0,Summer,No Holiday,1
15/07/2018,1609,22,27.5,77,0.9,1778,23.0,0.0,0.0,0.0,Summer,No Holiday,1
15/07/2018,1115,23,27.0,78,1.6,1609,22.8,0.0,0.0,0.0,Summer,No Holiday,1
16/07/2018,734,0,26.5,81,0.9,1650,22.9,0.0,0.0,0.0,Summer,No Holiday,1
16/07/2018,500,1,25.9,83,1.3,1520,22.7,0.0,0.0,0.0,Summer,No Holiday,1
16/07/2018,471,2,25.4,84,0.6,1340,22.4,0.0,0.0,0.0,Summer,No Holiday,1
16/07/2018,278,3,25.1,85,0.7,1507,22.3,0.0,0.0,0.0,Summer,No Holiday,1
16/07/2018,213,4,24.6,84,0.7,1373,21.7,0.0,0.0,0.0,Summer,No Holiday,1
16/07/2018,326,5,24.3,85,1.0,1496,21.6,0.0,0.0,0.0,Summer,No Holiday,1
16/07/2018,705,6,24.0,85,0.9,1569,21.3,0.02,0.0,0.0,Summer,No Holiday,1
16/07/2018,1346,7,24.5,73,0.9,1901,19.3,0.36,0.0,0.0,Summer,No Holiday,1
16/07/2018,1937,8,26.4,69,0.5,1559,20.2,1.09,0.0,0.0,Summer,No Holiday,1
16/07/2018,1016,9,28.0,64,1.0,1682,20.5,1.35,0.0,0.0,Summer,No Holiday,1
16/07/2018,3090,10,29.8,54,1.8,1737,19.4,2.34,0.0,0.0,Summer,No Holiday,1
16/07/2018,3100,11,31.5,51,2.1,1498,20.1,2.83,0.0,0.0,Summer,No Holiday,1
16/07/2018,4633,12,32.4,49,2.0,1844,20.3,3.09,0.0,0.0,Summer,No Holiday,1
16/07/2018,1942,13,33.0,51,2.5,1100,21.5,3.09,0.0,0.0,Summer,No Holiday,1
16/07/2018,5727,14,33.7,45,2.5,1843,20.1,3.23,0.0,0.0,Summer,No Holiday,1
16/07/2018,5781,15,33.4,44,3.1,1928,19.4,2.95,0.0,0.0,Summer,No Holiday,1
16/07/2018,5854,16,33.3,46,3.1,1914,20.1,2.51,0.0,0.0,Summer,No Holiday,1
16/07/2018,6461,17,33.0,46,3.1,1926,19.8,1.89,0.0,0.0,Summer,No Holiday,1
16/07/2018,6550,18,32.3,47,3.0,1961,19.5,1.26,0.0,0.0,Summer,No Holiday,1
16/07/2018,4780,19,31.2,52,2.4,1990,20.1,0.57,0.0,0.0,Summer,No Holiday,1
16/07/2018,3577,20,29.3,58,2.4,2000,20.1,0.09,0.0,0.0,Summer,No Holiday,1
16/07/2018,2243,21,28.0,64,1.5,2000,20.5,0.0,0.0,0.0,Summer,No Holiday,1
16/07/2018,2574,22,27.2,69,1.7,2000,21.0,0.0,0.0,0.0,Summer,No Holiday,1
16/07/2018,1287,23,26.6,75,1.5,1996,21.7,0.0,0.0,0.0,Summer,No Holiday,1
17/07/2018,1005,0,26.4,76,1.2,2000,21.8,0.0,0.0,0.0,Summer,No Holiday,1
17/07/2018,694,1,25.8,78,0.4,2000,21.6,0.0,0.0,0.0,Summer,No Holiday,1
17/07/2018,499,2,25.3,78,1.0,2000,21.1,0.0,0.0,0.0,Summer,No Holiday,1
17/07/2018,374,3,24.8,80,1.0,1988,21.1,0.0,0.0,0.0,Summer,No Holiday,1
17/07/2018,224,4,24.4,80,1.0,1112,20.7,0.0,0.0,0.0,Summer,No Holiday,1
17/07/2018,374,5,24.1,81,0.9,1646,20.6,0.0,0.0,0.0,Summer,No Holiday,1
17/07/2018,715,6,24.0,81,0.9,1271,20.5,0.02,0.0,0.0,Summer,No Holiday,1
17/07/2018,1358,7,24.4,75,1.0,841,19.6,0.35,0.0,0.0,Summer,No Holiday,1
17/07/2018,1957,8,25.8,69,0.8,969,19.6,1.06,0.0,0.0,Summer,No Holiday,1
17/07/2018,1033,9,27.5,60,2.2,1252,19.0,1.59,0.0,0.0,Summer,No Holiday,1
17/07/2018,1359,10,29.2,55,1.6,1404,19.2,2.36,0.0,0.0,Summer,No Holiday,1
17/07/2018,2012,11,30.4,53,1.8,1359,19.7,2.74,0.0,0.0,Summer,No Holiday,1
17/07/2018,805,12,30.8,57,2.3,940,21.2,2.52,0.0,0.0,Summer,No Holiday,1
17/07/2018,1403,13,31.1,53,3.2,1162,20.3,2.63,0.0,0.0,Summer,No Holiday,1
17/07/2018,3198,14,31.8,49,3.5,1429,19.7,2.93,0.0,0.0,Summer,No Holiday,1
17/07/2018,3290,15,31.9,51,3.3,1465,20.4,3.01,0.0,0.0,Summer,No Holiday,1
17/07/2018,2873,16,32.0,51,2.4,1402,20.5,2.55,0.0,0.0,Summer,No Holiday,1
17/07/2018,3402,17,31.8,52,2.4,1438,20.7,1.93,0.0,0.0,Summer,No Holiday,1
17/07/2018,2772,18,31.3,55,2.5,1550,21.1,1.2,0.0,0.0,Summer,No Holiday,1
17/07/2018,2328,19,30.6,57,1.4,1529,21.1,0.58,0.0,0.0,Summer,No Holiday,1
17/07/2018,3389,20,28.9,64,1.7,1567,21.3,0.1,0.0,0.0,Summer,No Holiday,1
17/07/2018,2275,21,27.9,69,1.9,1194,21.6,0.0,0.0,0.0,Summer,No Holiday,1
17/07/2018,1942,22,27.2,70,1.9,1110,21.2,0.0,0.0,0.0,Summer,No Holiday,1
17/07/2018,1342,23,26.6,76,1.6,936,22.0,0.0,0.0,0.0,Summer,No Holiday,1
18/07/2018,1004,0,26.2,79,0.7,850,22.2,0.0,0.0,0.0,Summer,No Holiday,1
18/07/2018,743,1,25.7,80,0.2,805,21.9,0.0,0.0,0.0,Summer,No Holiday,1
18/07/2018,528,2,25.2,82,0.4,791,21.9,0.0,0.0,0.0,Summer,No Holiday,1
18/07/2018,383,3,24.7,84,0.7,694,21.8,0.0,0.0,0.0,Summer,No Holiday,1
18/07/2018,268,4,24.3,83,0.7,621,21.2,0.0,0.0,0.0,Summer,No Holiday,1
18/07/2018,329,5,23.9,83,0.4,780,20.8,0.0,0.0,0.0,Summer,No Holiday,1
18/07/2018,697,6,23.7,83,0.1,713,20.6,0.03,0.0,0.0,Summer,No Holiday,1
18/07/2018,1310,7,24.2,74,0.7,656,19.2,0.35,0.0,0.0,Summer,No Holiday,1
18/07/2018,1946,8,25.8,71,0.4,760,20.1,0.93,0.0,0.0,Summer,No Holiday,1
18/07/2018,984,9,27.2,59,0.4,948,18.4,1.18,0.0,0.0,Summer,No Holiday,1
18/07/2018,724,10,28.9,61,1.5,941,20.6,2.04,0.0,0.0,Summer,No Holiday,1
18/07/2018,703,11,30.2,53,2.2,1143,19.5,2.77,0.0,0.0,Summer,No Holiday,1
18/07/2018,1420,12,31.2,51,2.0,1101,19.8,2.96,0.0,0.0,Summer,No Holiday,1
18/07/2018,1418,13,32.1,51,2.3,776,20.6,2.96,0.0,0.0,Summer,No Holiday,1
18/07/2018,764,14,32.7,49,1.5,765,20.5,2.62,0.0,0.0,Summer,No Holiday,1
18/07/2018,3188,15,32.9,46,2.5,1248,19.7,2.9,0.0,0.0,Summer,No Holiday,1
18/07/2018,5948,16,33.1,42,2.9,1712,18.4,2.52,0.0,0.0,Summer,No Holiday,1
18/07/2018,4730,17,32.6,46,2.8,1560,19.4,1.95,0.0,0.0,Summer,No Holiday,1
18/07/2018,2694,18,32.0,50,2.6,1374,20.2,1.25,0.0,0.0,Summer,No Holiday,1
18/07/2018,2283,19,30.6,54,2.8,1531,20.2,0.59,0.0,0.0,Summer,No Holiday,1
18/07/2018,2204,20,28.8,66,1.9,1209,21.8,0.09,0.0,0.0,Summer,No Holiday,1
18/07/2018,2190,21,28.0,69,1.8,1140,21.7,0.0,0.0,0.0,Summer,No Holiday,1
18/07/2018,1982,22,27.2,73,1.5,1005,21.9,0.0,0.0,0.0,Summer,No Holiday,1
18/07/2018,1356,23,26.4,76,0.6,959,21.8,0.0,0.0,0.0,Summer,No Holiday,1
